url,status,body_len,active,title
https://mypips.app/anatiyot,200,15975,True,עמוד הבית | הענתיות | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/arava,200,12161,True,עמוד הבית | ערבה בעמק - רמת ישי | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/barshah,200,8972,True,עמוד הבית | משק ברשח - יסוד המעלה - קבוצת רכישה | להזמנות | נקודות איסוף
https://mypips.app/bestfruit,200,10634,True,עמוד הבית | פירות וירקות מיתר | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/brodavkameshek,200,10536,True,עמוד הבית | משק ברודבקה - משפחה של חקלאים | להזמנות | נקודות איסוף
https://mypips.app/cohen,200,9339,True,עמוד הבית | החקלאים באים | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/finerotem,200,13363,True,עמוד הבית | משק רתם פיין בנימינה | להזמנות | משלוחים עד הבית
https://mypips.app/fourminimonline,200,8303,True,עמוד הבית | ארבעת המינים אונליין | להזמנות | משלוחים עד הבית
https://mypips.app/freshness,200,12126,True,עמוד הבית | החממה של ליטל ורון | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/fruit4soul,200,18981,True,עמוד הבית | השחקן שהפך לירקן | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/hagitsigal,200,8299,True,עמוד הבית | הזמנות מחקלאים חגית סיגל | להזמנות
https://mypips.app/hilinoa,200,5819,False,עמוד הבית | מייפיפס | מערכת ההזמנות של העסקים העצמאיים והקהילתיים בישראל | להזמנות
https://mypips.app/mahlevot-habraun,200,13680,True,עמוד הבית | מחלבת בראון - קונים מראש באהבה | להזמנות | נקודות איסוף
https://mypips.app/mashtelatharoe,200,10776,True,עמוד הבית | משלוחי ירקות ופירות - טריים מהשדה לצרכן | להזמנות | משלוחים עד הבית
https://mypips.app/meshek-herskovits,200,12499,True,עמוד הבית | משק הרשקוביץ | להזמנות | נקודות איסוף
https://mypips.app/meshek27,200,8668,True,עמוד הבית | משק 27 ירקות ופירות מהחקלאי לצרכן ❤️🥬 | להזמנות | נקודות איסוף
https://mypips.app/mesheknaveh,200,9868,True,עמוד הבית | משק נוה | להזמנות | נקודות איסוף
https://mypips.app/mypips,200,8076,True,עמוד הבית | מייפיפס | MyPips | להזמנות
https://mypips.app/nimrod,200,11600,True,עמוד הבית | מהגינה של נימרוד | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/organicaganyarak-home,200,13259,True,עמוד הבית | אורגניקא גן ירק אורגני | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/poli,200,13457,True,עמוד הבית | משק מלקט- חקלאות ישראלית | להזמנות | נקודות איסוף
https://mypips.app/popisrael,200,16884,True,עמוד הבית | פופ - טרי. קהילתי. ישראלי. | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/sal-hagolan,200,12972,True,עמוד הבית | סל הגולן | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/salata,200,13353,True,עמוד הבית | סלטה | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/shaked,200,9269,True,עמוד הבית | חוות ירקות שקד | להזמנות | משלוחים עד הבית
https://mypips.app/solomon,200,9088,True,עמוד הבית | משק סולומון - חווה אורגנית | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/the-group,200,16161,True,עמוד הבית | הקבוצה פירות וירקות אורגניים | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/thelab,200,16569,True,עמוד הבית | המעבדה | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/veghit,200,9908,True,עמוד הבית | סלט ישראלי | להזמנות | נקודות איסוף
https://mypips.app/vigenbari,200,19477,True,עמוד הבית | סל מהטבע - דפנה אמון | להזמנות | משלוחים עד הבית | נקודות איסוף
https://mypips.app/we-connect,200,10260,True,עמוד הבית | מחסלים את מלאי החורף | להזמנות | משלוחים עד הבית | נקודות איסוף
